name,description,website,category,source_url,source,record_note
Pushary,Get push notifications when your AI agent finishes,https://pushary.com,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Intrascope.app,"Centralize your team’s AI, cut costs and stay organized",https://intrascope.app,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
ProblemHunt,Startup ideas people actually need,https://problemhunt.pro,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
MindPal,Turn domain expertise into AI agents & multi-agent workflows,https://mindpal.space,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Poke.com,"Text with poke, your friend, assistant, or nemesis",https://poke.com,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
TwelveLabs,AI platform for deep video understanding,https://www.twelvelabs.io,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Ovren,Your AI engineering department that ships your backlog,https://www.ovren.ai,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Github Copilot,Your AI pair programmer,https://copilot.github.com,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
KAYAK,Search hundreds of travel sites at once.,http://www.KAYAK.com,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
CoSupport AI,"AI support agents that don’t hallucinate, live in 10 mins",https://cosupport.ai/,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Inrō,AI-Powered Marketing Automation for Instagram,https://www.inro.social/ph,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Flexprice,Usage-based pricing and billing for developers,https://flexprice.io,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Pilot,Pilot does your books. You do your business.,https://pilot.com,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Amarsia,"Ship AI fast, iterate safely — no glue code.",https://amarsia.com,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Brew,Like Claude design for email marketing,https://brew.new,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Agentmemory,"Persistent memory for Claude Code, Codex & coding agents",https://agent-memory.dev,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Free AI Video Editor OpenCutAI,Create Instagram Reels and edit videos with AI for free,https://opencutai.video,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Grok AI assistant,Elon Musk's response to chatGPT 🤖,https://grok.x.ai,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Querri,The AI Data Analyst for Everyone,https://www.querri.com,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Manna,Duolingo for Bible Study,https://themanna.app,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
NudgeFile,"Automatically organize, rename, and manage files with AI",https://nudgefile.com,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Okibi,Lovable but for agents - build agents using simple prompts,https://okibi.ai,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Meku,AI Web App and Site Builder,https://meku.dev,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Leni,The world’s most accurate AI for investors,https://leni.co,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Chronicle,Stunning presentations with AI. No design skills required.,https://chroniclehq.com,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
ResumeUp.AI,"Smart resumes, more interviews.",https://resumeup.ai,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Glam AI,"Pick a trend, add your photo, and create viral content",https://glam.ai,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
TypingMind - Chat UI for LLMs,"Pay for API key per use, no subscription, 18 model providers",https://www.typingmind.com,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
ExploreYC,Your data layer for Y Combinator's startup ecosystem,https://exploreyc.com,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Slashit App,Turn your common text into shortcuts and work faster with AI,https://slashit.app,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Noodle Seed,Connect your business to AI conversations in minutes,https://noodleseed.com,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Unabyss,MCP-native self-updating context layer for your AI,https://unabyss.com,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Descript,"If you can edit text, you can make videos, podcast, & clips",https://www.descript.com,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Documentation.AI,Build and update product documentation effortlessly with AI,https://documentation.ai,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Layercode,The best way to build low-latency voice AI Agents,https://layercode.com,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Littlebird,The AI assistant that already knows your work,https://littlebird.ai,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
rolyai,Group chat with AI roles,https://rolyai.net,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Clueso,Create stunning product videos in minutes with AI,https://clueso.io,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Extella AI,"Self-evolving AI, shaped entirely by you.",https://extella.ai/,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Figma,The collaborative interface design tool,https://www.figma.com,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Gitmore,The first AI-powered reporting tool for git repositories,https://gitmore.io,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Oxlo.ai,Scale across AI models without scaling your bill,https://www.oxlo.ai,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Buddy AI Note,Your daily memo that turns notes into a plan,https://ainote.tech,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
1x,Humanoid,https://1x.tech,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Command AI,User assistance platform that makes your product easy to use,https://command.ai,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Invoke,Agentic coding IDE with visual planning boards and canvas,https://invoke.yugin.co,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Branda,A fun new way to create & manage brands.,https://branda.co,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Daily.co,"Real-time voice, video, and AI for developers",https://www.daily.co,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Den,Cursor for knowledge workers,https://getden.io,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Wobo AI,Your Personal AI Recruiter - Automate your job search,https://www.wobo.ai/,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
ClawTick,"Cron jobs for AI agents w/ one command, zero infrastructure",https://clawtick.com,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Dia Browser,The AI browser where you can chat with your tabs,https://www.diabrowser.com,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Simplora,"From meeting to money, effortlessly",https://simplora.ai,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Tamadoggo,"A living journal for your pet's life, with AI insights",https://tamadoggo.com,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Athena,Claude Code for Product Teams,https://getathena.pro,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Naoma AI Demo Agent,The first video agent that runs conversational product demos,https://naoma.ai,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
OpenClaw,The AI that actually does things,https://clawd.bot,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Polyvia,Queryable visual knowledge index for agents,https://polyvia.ai,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Radiq,Product intelligence for the autonomous coding era,https://myradiq.com,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Flare,AI-native Voice-first Social App for GenZ,https://heyflare.app,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Jentic Mini,"Give your AI agents safe access to 10,000+ APIs",https://jentic.com/mini,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Mindly,Capture anything in seconds with automatic organization,https://www.mindly-ai.com,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
SigmaMind AI,Platform to build enterprise-ready voice/chat agents,https://sigmamind.ai,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Clawdi,Best home for all AI agents,https://clawdi.ai,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Pixero AI,OpenClaw for AI Ads,https://pixero.ai,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
QA.tech,Ship faster with AI agents that create and run your QA tests,https://qa.tech/product/pr-testing,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Tooling Studio,Tools for Google Workspace • Kanban Tasks & Sales CRM,https://tooling.studio,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Dropstone,2× Claude Code's usage at $15/mo.,https://www.dropstone.io,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Hex,Powerful agentic analytics platform for data teams,https://hex.tech,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Lumo Studios,Build Decks that Speak for Themselves,https://studio.lumotechnology.com,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
rabbit,re-imagining the future of human-machine interaction,https://www.rabbit.tech,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Secret Sauce 3D,AI tool suite for professional 3D artists,https://secretsauce3d.com,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Sora by OpenAI,Create videos in HD up to 1 minute in lenght,https://soravideogenerator.com,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Databox,AI-powered analytics for teams that need answers now.,http://databox.com,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Draft,Capture AI chats into your knowledge base,https://draft.innosage.co,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Memoket Gem,An AI wearable that remembers your conversations all day,https://memoket.ai/pages/product-hunt,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Stripe,Financial infrastructure for the internet,https://stripe.com,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Kimi AI - Now with K2.6,Your AI assistant for everyday use,https://Kimi.ai,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Kipps AI,"Empowering Businesses with Whatsapp, Voice and Chat Agents",https://www.kipps.ai/,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Marx Finance,AI agents debate the markets,https://marx.finance,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Portt,Transform your photo into any era and any location,https://portt.app,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
PromptPerf,"Data-driven AI tuning. Stop guessing, save time/$.",https://promptperf.dev,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
SuperPowers AI,Real time ambient visual agents for phones and wearables,https://getsupers.com,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Cal.com,Scheduling infrastructure for absolutely everyone,https://cal.com,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Dodo Payments,"Payments & Billing for AI, SaaS, and Digital Products.",https://dodopayments.com,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Invoko,A little hand on your Mac,https://invoko.ai,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Limitless,Preserve conversations and ask your personalized AI anything,https://www.limitless.ai,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
SureThing.io,Autonomous agent that communicates results like a human,https://surething.io,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Aqua Voice,Fast Voice Input for Mac and Windows,https://withaqua.com,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
ClawSecure,The AI-Powered Antivirus for AI Agents,https://www.clawsecure.ai,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Lingo.dev,The Localization Engineering Platform.,https://lingo.dev,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
AIxBlock,Self-hosted AI development platform,https://aixblock.io,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Causo,Fundraise without the grind,http://causo.ai,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Creatium,Make interactive learning that doesn’t suck,https://www.creatium.com/product-hunt,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Dimension,The AI coworker that never sleeps,https://dimension.dev,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Neon,Serverless Postgres: Now Generally Available,https://neon.tech,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Octomind,"Better QA, fewer hands on deck",https://octomind.dev,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Pretty Prompt,Grammarly for prompting,https://www.pretty-prompt.com,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Tinkerer Club,"The private club for ppl who automate, self-host, and use AI",https://tinkerer.club,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
ApertureDB,The Vector + Graph Database for Multimodal AI,https://aperturedata.io,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
CreateOS,"Build and deploy apps from any AI coding tool, in one place",https://createos.sh/app,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Foyer,Make your site speak and sell,https://tryfoyer.ai,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Inspector,Figma for Claude Code,https://tryinspector.com,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Integral,Slack/Discord alternative for communities and teams,https://integralhq.com,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Jootle,The AI-Native Operations Platform,https://jootle.com,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Springfield Oracle,"Every Simpsons prediction sourced, scored, fact-checked",https://www.springfieldoracle.in,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Augment Code,Augment Code – Developer AI for real work,https://www.augmentcode.com,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Draftwise Playbook Studio,Analyze your patterns. Capture your edge. Playbooks at scale,https://www.draftwise.com/events/playbook-studio-launch,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Markopolo AI,Reach 30–40% more customers with personal outreach at scale,https://www.markopolo.ai,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
SimCam,Test camera features directly in the iOS simulator,https://simcam.swmansion.com,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
Tana,Put your notes to work with voice and AI,https://tana.inc,ai,https://webclaw.io/data/startups/ai/llms.txt,Webclaw public startup/product listing,Product candidate derived from the listed company offering; source is retained for traceability.
